% generated: 2015.09.09 15:46:44

@relation "CheS-Mapper-Dataset"

@attribute "STRUCTURE_MolecularWeight_1651437192" numeric
@attribute "STRUCTURE_ChemicalType_139811304" {"defined organic","inorganic","organometallic"}
@attribute "apol_1959527413" numeric
@attribute "bpol_1752476945" numeric

@data
0.09303684392013031,"defined organic",0.09152679325267267,0.08708833924779952
0.02971655248658483,"defined organic",0.03447946714867399,0.06652581023336647
0.04723849259642108,"defined organic",0.03319282913776392,0.06124151969278085
0.031291030924493535,"defined organic",0.0414320243055525,0.08368791166428438
0.09702212775230101,"defined organic",0.13820118723041458,0.18666052024979188
0.1627532245801085,"defined organic",0.23497035015527654,0.2896331288352994
0.14084283293650499,"defined organic",0.20271396251365592,0.25530892597346355
0.03440632540600869,"defined organic",0.03643755843961688,0.0686484057236717
0.11668986976714761,"defined organic",0.07231656563760668,0.03563343267099692
0.04532785883350822,"defined organic",0.03366617208073457,0.09660482211459182
0.0726002559435409,"defined organic",0.0530288508135998,0.058079824642500465
0.07571555042505607,"defined organic",0.04803438494766418,0.05807982464250046
0.08978729037642133,"defined organic",0.06442756698458493,0.04091772321158253
0.06321953855964785,"defined organic",0.04385321414966798,0.05807982464250046
0.06164513822474217,"defined organic",0.03690065699278946,0.04091772321158253
0.13612205312488163,"defined organic",0.17996902941100712,0.20950560826787243
0.12744699637328705,"defined organic",0.13133654414232235,0.08241007957107445
0.09303684392013031,"defined organic",0.09152679325267267,0.08708833924779952
0.09303684392013031,"defined organic",0.09152679325267267,0.08708833924779952
0.09303684392013031,"defined organic",0.09152679325267267,0.08708833924779952
0.05400674263225084,"defined organic",0.08567084979945216,0.12353513759994063
0.1453681990345688,"defined organic",0.11354634535616835,0.07120406991009147
